0,1,2,3,4,5
Područje,Odjeljak,Skupina,Razred,Podrazred,Naziv
A,,,,,"POLJOPRIVREDA, ŠUMARSTVO I RIBARSTVO"
,,,,70.10.0,Upravljačke djelatnosti
,,70.2,,,Savjetovanje u vezi s poslovanjem i ostalim upravljanjem
,,,70.20,,Savjetovanje u vezi s poslovanjem i ostalim upravljanjem
,,,,70.20.0,Savjetovanje u vezi s poslovanjem i ostalim upravljanjem
,71,,,,Arhitektonske djelatnosti i inženjerstvo; tehničko ispitivanje i analiza
,,71.1,,,Arhitektonske djelatnosti i inženjerstvo te s njima povezano tehničko savjetovanje
,,,71.11,,Arhitektonske djelatnosti
,,,,71.11.1,Arhitektonsko projektiranje
,,,,71.11.2,Urbanističko i prostorno planiranje
,,,71.12,,Inženjerstvo i s njim povezano tehničko savjetovanje
,,,,71.12.1,Geodetske i geoinformatičke djelatnosti
,,,,71.12.9,Ostalo inženjerstvo i s njim povezano tehničko savjetovanje
,,71.2,,,Tehničko ispitivanje i analiza
,,,71.20,,Tehničko ispitivanje i analiza
,,,,71.20.0,Tehničko ispitivanje i analiza
,72,,,,Znanstveno istraživanje i razvoj
,,72.1,,,"Istraživanje i eksperimentalni razvoj u prirodnim, tehničkim i tehnološkim znanostima"
,,,72.10,,"Istraživanje i eksperimentalni razvoj u prirodnim, tehničkim i tehnološkim znanostima"
,,,,72.10.0,"Istraživanje i eksperimentalni razvoj u prirodnim, tehničkim i tehnološkim znanostima"
,,72.2,,,Istraživanje i eksperimentalni razvoj u društvenim i humanističkim znanostima
,,,72.20,,Istraživanje i eksperimentalni razvoj u društvenim i humanističkim znanostima
,,,,72.20.0,Istraživanje i eksperimentalni razvoj u društvenim i humanističkim znanostima
,73,,,,"Djelatnosti promidžbe, istraživanje tržišta i odnosi s javnošću"
,,73.1,,,Djelatnosti promidžbe
,,,73.11,,Djelatnosti agencija za promidžbu
,,,,73.11.0,Djelatnosti agencija za promidžbu
,,,73.12,,Oglašavanje putem medija
,,,,73.12.0,Oglašavanje putem medija
,,73.2,,,Istraživanje tržišta i ispitivanje javnog mnijenja
,,,73.20,,Istraživanje tržišta i ispitivanje javnog mnijenja
,,,,73.20.0,Istraživanje tržišta i ispitivanje javnog mnijenja
,,73.3,,,Odnosi s javnošću i djelatnosti priopćavanja
,,,73.30,,Odnosi s javnošću i djelatnosti priopćavanja
,,,,73.30.0,Odnosi s javnošću i djelatnosti priopćavanja
,74,,,,"Ostale stručne, znanstvene i tehničke djelatnosti"
,,74.1,,,Specijalizirane dizajnerske djelatnosti
,,,74.11,,Djelatnosti industrijskog i modnog dizajna
,,,,74.11.0,Djelatnosti industrijskog i modnog dizajna
,,,74.12,,Djelatnosti grafičkog dizajna i vizualnih komunikacija
,,,,74.12.0,Djelatnosti grafičkog dizajna i vizualnih komunikacija
,,,74.13,,Djelatnosti uređivanja interijera
,,,,74.13.0,Djelatnosti uređivanja interijera
,,,74.14,,Ostale specijalizirane dizajnerske djelatnosti
,,,,74.14.0,Ostale specijalizirane dizajnerske djelatnosti
,,74.2,,,Fotografske djelatnosti
,,,74.20,,Fotografske djelatnosti
,,,,74.20.0,Fotografske djelatnosti
,,74.3,,,Djelatnosti pismenog i usmenog prevođenja
,,,74.30,,Djelatnosti pismenog i usmenog prevođenja
,,,,74.30.1,Djelatnosti pismenog prevođenja
,,,,74.30.2,Djelatnosti usmenog prevođenja
,,74.9,,,"Ostale stručne, znanstvene i tehničke djelatnosti, d. n."
,,,74.91,,Uslužne djelatnosti posredovanja i promidžbe u vezi s patentima
,,,,74.91.0,Uslužne djelatnosti posredovanja i promidžbe u vezi s patentima
,,,74.99,,"Sve ostale stručne, znanstvene i tehničke djelatnosti, d. n."
,,,,74.99.1,Djelatnosti zaštite na radu
,,,,74.99.9,"Sve ostale razne stručne, znanstvene i tehničke djelatnosti, d. n."
,75,,,,Veterinarske djelatnosti
,,75.0,,,Veterinarske djelatnosti
,,,75.00,,Veterinarske djelatnosti
,,,,75.00.0,Veterinarske djelatnosti
O,,,,,ADMINISTRATIVNE I POMOĆNE USLUŽNE DJELATNOSTI
,77,,,,Djelatnosti iznajmljivanja i davanja u zakup (leasing)
,,77.1,,,Iznajmljivanje i davanje u zakup (leasing) motornih vozila
,,,77.11,,Iznajmljivanje i davanje u zakup (leasing) automobila i motornih vozila lake kategorije
,,,,77.11.0,Iznajmljivanje i davanje u zakup (leasing) automobila i motornih vozila lake kategorije
,,,77.12,,Iznajmljivanje i davanje u zakup (leasing) kamiona
,,,,77.12.0,Iznajmljivanje i davanje u zakup (leasing) kamiona
,,77.2,,,Iznajmljivanje i davanje u zakup (leasing) predmeta za osobnu uporabu i kućanstvo
,,,77.21,,Iznajmljivanje i davanje u zakup (leasing) opreme za rekreaciju i sport
,,,,77.21.1,Iznajmljivanje i davanje u zakup (leasing) plovila za razonodu
,,,,77.21.9,Iznajmljivanje i davanje u zakup (leasing) ostale opreme za rekreaciju i sport
,,,77.22,,Iznajmljivanje i davanje u zakup (leasing) ostalih predmeta za osobnu uporabu i kućanstvo
,,,,77.22.0,Iznajmljivanje i davanje u zakup (leasing) ostalih predmeta za osobnu uporabu i kućanstvo
,,77.3,,,"Iznajmljivanje i davanje u zakup (leasing) ostalih strojeva, opreme i materijalnih dobara"
,,,77.31,,Iznajmljivanje i davanje u zakup (leasing) poljoprivrednih strojeva i opreme
,,,,77.31.0,Iznajmljivanje i davanje u zakup (leasing) poljoprivrednih strojeva i opreme
,,,77.32,,Iznajmljivanje i davanje u zakup (leasing) strojeva i opreme za građevinarstvo i inženjerstvo
,,,,77.32.0,Iznajmljivanje i davanje u zakup (leasing) strojeva i opreme za građevinarstvo i inženjerstvo
,,,77.33,,Iznajmljivanje i davanje u zakup (leasing) uredskih strojeva i opreme te računala
,,,,77.33.0,Iznajmljivanje i davanje u zakup (leasing) uredskih strojeva i opreme te računala
,,,77.34,,Iznajmljivanje i davanje u zakup (leasing) plovnih prijevoznih sredstava
,,,,77.34.0,Iznajmljivanje i davanje u zakup (leasing) plovnih prijevoznih sredstava
,,,77.35,,Iznajmljivanje i davanje u zakup (leasing) zračnih prijevoznih sredstava
,,,,77.35.0,Iznajmljivanje i davanje u zakup (leasing) zračnih prijevoznih sredstava
,,,77.39,,"Iznajmljivanje i davanje u zakup (leasing) ostalih strojeva, opreme i materijalnih dobara, d. n."
,,,,77.39.0,"Iznajmljivanje i davanje u zakup (leasing) ostalih strojeva, opreme i materijalnih dobara, d. n."
,,77.4,,,"Davanje u zakup (leasing) prava na uporabu intelektualnog vlasništva i sličnih proizvoda, osim radova koji su zaštićeni autorskim pravima"
,,,77.40,,"Davanje u zakup (leasing) prava na uporabu intelektualnog vlasništva i sličnih proizvoda, osim radova koji su zaštićeni autorskim pravima"
,,,,77.40.0,"Davanje u zakup (leasing) prava na uporabu intelektualnog vlasništva i sličnih proizvoda, osim radova koji su zaštićeni autorskim pravima"
,,77.5,,,Usluge posredovanja u iznajmljivanju i davanju u zakup (leasing) materijalnih dobara i nefinancijske nematerijalne imovine
,,,77.51,,"Usluge posredovanja u iznajmljivanju i davanju u zakup (leasing) automobila, kampera i prikolica"
,,,,77.51.0,"Usluge posredovanja u iznajmljivanju i davanju u zakup (leasing) automobila, kampera i prikolica"
,,,77.52,,Usluge posredovanja u iznajmljivanju i davanju u zakup (leasing) ostalih materijalnih dobara i nefinancijske nematerijalne imovine
,,,,77.52.0,Usluge posredovanja u iznajmljivanju i davanju u zakup (leasing) ostalih materijalnih dobara i nefinancijske nematerijalne imovine
,78,,,,Djelatnosti zapošljavanja
,,78.1,,,Djelatnosti agencija za zapošljavanje
,,,78.10,,Djelatnosti agencija za zapošljavanje
,,,,78.10.0,Djelatnosti agencija za zapošljavanje
,,78.2,,,Djelatnosti agencija za privremeno zapošljavanje i ostalo ustupanje ljudskih resursa
,,,78.20,,Djelatnosti agencija za privremeno zapošljavanje i ostalo ustupanje ljudskih resursa
,,,,78.20.0,Djelatnosti agencija za privremeno zapošljavanje i ostalo ustupanje ljudskih resursa
,79,,,,"Putničke agencije, organizatori putovanja (turoperatori) i ostale rezervacijske usluge te djelatnosti povezane s njima"
,,79.1,,,Djelatnosti putničkih agencija i organizatora putovanja (turoperatora)
,,,79.11,,Djelatnosti putničkih agencija
,,,,79.11.0,Djelatnosti putničkih agencija
,,,79.12,,Djelatnosti organizatora putovanja (turoperatora)
,,,,79.12.0,Djelatnosti organizatora putovanja (turoperatora)
,,79.9,,,Ostale rezervacijske usluge i djelatnosti povezane s njima
,,,79.90,,Ostale rezervacijske usluge i djelatnosti povezane s njima
,,,,79.90.0,Ostale rezervacijske usluge i djelatnosti povezane s njima
,80,,,,Istražne i zaštitne djelatnosti
,,80.0,,,Istražne i zaštitne djelatnosti
,,,80.01,,Istražne djelatnosti i djelatnosti privatne zaštite
,,,,80.01.1,Istražne djelatnosti
,,,,80.01.2,Djelatnosti privatne zaštite
,,,80.09,,"Zaštitne djelatnosti, d. n."
,,,,80.09.0,"Zaštitne djelatnosti, d. n."
,81,,,,Usluge u vezi s upravljanjem i održavanjem zgrada te djelatnosti uređenja i održavanja krajolika
,,81.1,,,Održavanje zgrada
,,,81.10,,Održavanje zgrada
,,,,81.10.0,Održavanje zgrada
,,81.2,,,Djelatnosti čišćenja
,,,81.21,,Osnovno čišćenje zgrada
,,,,81.21.0,Osnovno čišćenje zgrada
,,,81.22,,Ostale djelatnosti čišćenja zgrada i objekata
,,,,81.22.0,Ostale djelatnosti čišćenja zgrada i objekata
,,,81.23,,Ostale djelatnosti čišćenja
,,,,81.23.0,Ostale djelatnosti čišćenja
,,81.3,,,Uslužne djelatnosti uređenja i održavanja krajolika
,,,81.30,,Uslužne djelatnosti uređenja i održavanja krajolika
,,,,81.30.0,Uslužne djelatnosti uređenja i održavanja krajolika
,82,,,,Uredske administrativne i pomoćne djelatnosti te ostale poslovne pomoćne djelatnosti
,,82.1,,,Uredske administrativne i pomoćne djelatnosti
,,,82.10,,Uredske administrativne i pomoćne djelatnosti
,,,,82.10.0,Uredske administrativne i pomoćne djelatnosti
,,82.2,,,Djelatnosti pozivnih centara
,,,82.20,,Djelatnosti pozivnih centara
,,,,82.20.0,Djelatnosti pozivnih centara
,,82.3,,,Organizacija sastanaka i poslovnih sajmova
,,,82.30,,Organizacija sastanaka i poslovnih sajmova
,,,,82.30.0,Organizacija sastanaka i poslovnih sajmova
,,82.4,,,"Uslužne djelatnosti posredovanja za poslovne pomoćne uslužne djelatnosti, d. n."
,,,82.40,,"Uslužne djelatnosti posredovanja za poslovne pomoćne uslužne djelatnosti, d. n."
,,,,82.40.0,"Uslužne djelatnosti posredovanja za poslovne pomoćne uslužne djelatnosti, d. n."
,,82.9,,,"Poslovne pomoćne uslužne djelatnosti, d. n."
,,,82.91,,Djelatnosti agencija za prikupljanje i naplatu računa te kreditnih ureda
,,,,82.91.0,Djelatnosti agencija za prikupljanje i naplatu računa te kreditnih ureda
,,,82.92,,Djelatnosti pakiranja
,,,,82.92.0,Djelatnosti pakiranja
,,,82.99,,"Ostale poslovne pomoćne uslužne djelatnosti, d. n."
,,,,82.99.0,"Ostale poslovne pomoćne uslužne djelatnosti, d. n."
P,,,,,JAVNA UPRAVA I OBRANA; OBVEZNO SOCIJALNO OSIGURANJE
,84,,,,Javna uprava i obrana; obvezno socijalno osiguranje
,,84.1,,,"Državna uprava, ekonomska i socijalna politika te politika okoliša zajednice"
,,,84.11,,Opće djelatnosti javne uprave
,,,,84.11.0,Opće djelatnosti javne uprave
,,,84.12,,"Reguliranje zdravstvenih, obrazovnih, kulturnih i drugih društvenih usluga"
,,,,84.12.0,"Reguliranje zdravstvenih, obrazovnih, kulturnih i drugih društvenih usluga"
,,,84.13,,Reguliranje i poboljšanje poslovanja u gospodarstvu
,,,,84.13.0,Reguliranje i poboljšanje poslovanja u gospodarstvu
,,84.2,,,Pružanje usluga zajednici kao cjelini
,,,84.21,,Vanjski poslovi
,,,,84.21.0,Vanjski poslovi
,,,84.22,,Poslovi obrane
,,,,84.22.0,Poslovi obrane
,,,84.23,,Sudske i pravosudne djelatnosti
,,,,84.23.0,Sudske i pravosudne djelatnosti
,,,84.24,,Poslovi javnog reda i sigurnosti
,,,,84.24.0,Poslovi javnog reda i sigurnosti
,,,84.25,,Djelatnosti vatrogasne službe
,,,,84.25.0,Djelatnosti vatrogasne službe
,,84.3,,,Djelatnosti obveznog socijalnog osiguranja
,,,84.30,,Djelatnosti obveznog socijalnog osiguranja
,,,,84.30.0,Djelatnosti obveznog socijalnog osiguranja
Q,,,,,OBRAZOVANJE
,85,,,,Obrazovanje
,,85.1,,,Predškolsko obrazovanje
,,,85.10,,Predškolsko obrazovanje
,,,,85.10.0,Predškolsko obrazovanje
,,85.2,,,Osnovnoškolsko obrazovanje
,,,85.20,,Osnovnoškolsko obrazovanje
,,,,85.20.0,Osnovnoškolsko obrazovanje
,,85.3,,,Srednjoškolsko obrazovanje i obrazovanje nakon srednjoškolskog koje nije visoko
,,,85.31,,Opće srednjoškolsko obrazovanje
,,,,85.31.0,Opće srednjoškolsko obrazovanje
,,,85.32,,Srednjoškolsko strukovno obrazovanje
,,,,85.32.0,Srednjoškolsko strukovno obrazovanje
,,,85.33,,Obrazovanje nakon srednjoškolskog koje nije visoko
,,,,85.33.0,Obrazovanje nakon srednjoškolskog koje nije visoko
,,85.4,,,Visoko obrazovanje
,,,85.40,,Visoko obrazovanje
,,,,85.40.0,Visoko obrazovanje
,,85.5,,,Ostalo obrazovanje
,,,85.51,,Obrazovanje i poučavanje u području sporta i rekreacije
,,,,85.51.0,Obrazovanje i poučavanje u području sporta i rekreacije
,,,85.52,,Obrazovanje i poučavanje u području kulture
,,,,85.52.0,Obrazovanje i poučavanje u području kulture
,,,85.53,,Djelatnosti vozačkih škola
,,,,85.53.0,Djelatnosti vozačkih škola
,,,85.59,,"Ostalo obrazovanje i poučavanje, d. n."
,,,,85.59.0,"Ostalo obrazovanje i poučavanje, d. n."
,,85.6,,,Pomoćne djelatnosti u obrazovanju
,,,85.61,,Uslužne djelatnosti posredovanja za tečajeve i mentorstva
,,,,85.61.0,Uslužne djelatnosti posredovanja za tečajeve i mentorstva
,,,85.69,,"Pomoćne djelatnosti u obrazovanju, d. n."
,,,,85.69.0,"Pomoćne djelatnosti u obrazovanju, d. n."
R,,,,,DJELATNOSTI ZDRAVSTVENE ZAŠTITE I SOCIJALNE SKRBI
,86,,,,Djelatnosti zdravstvene zaštite
,,86.1,,,Djelatnosti bolnica
,,,86.10,,Djelatnosti bolnica
,,,,86.10.0,Djelatnosti bolnica
,,86.2,,,Djelatnosti medicine i dentalne medicine
,,,86.21,,Djelatnosti opće medicine
,,,,86.21.0,Djelatnosti opće medicine
,,,86.22,,Specijalistička medicinska djelatnost
,,,,86.22.0,Specijalistička medicinska djelatnost
,,,86.23,,Djelatnost dentalne medicine
,,,,86.23.0,Djelatnost dentalne medicine
,,86.9,,,Ostale djelatnosti zdravstvene zaštite
,,,86.91,,Usluge dijagnostičkog snimanja i djelatnosti medicinskog laboratorija
,,,,86.91.0,Usluge dijagnostičkog snimanja i djelatnosti medicinskog laboratorija
,,,86.92,,Prijevoz pacijenata vozilom hitne pomoći
,,,,86.92.0,Prijevoz pacijenata vozilom hitne pomoći
,,,86.93,,"Djelatnosti psihologa i psihoterapeuta, osim doktora medicine"
,,,,86.93.0,"Djelatnosti psihologa i psihoterapeuta, osim doktora medicine"
,,,86.94,,Djelatnosti medicinskih sestara i primalja
,,,,86.94.0,Djelatnosti medicinskih sestara i primalja
,,,86.95,,Djelatnosti fizioterapeuta
,,,,86.95.0,Djelatnosti fizioterapeuta
,,,86.96,,"Djelatnosti tradicionalne, komplementarne i alternativne medicine"
,,,,86.96.0,"Djelatnosti tradicionalne, komplementarne i alternativne medicine"
,,,86.97,,"Uslužne djelatnosti posredovanja za medicinske, stomatološke i druge zdravstvene usluge"
,,,,86.97.0,"Uslužne djelatnosti posredovanja za medicinske, stomatološke i druge zdravstvene usluge"
,,,86.99,,"Ostale djelatnosti zdravstvene zaštite, d. n."
,,,,86.99.0,"Ostale djelatnosti zdravstvene zaštite, d. n."
,87,,,,Djelatnosti socijalne skrbi sa smještajem
,,87.1,,,Djelatnosti ustanova za njegu sa smještajem
,,,87.10,,Djelatnosti ustanova za njegu sa smještajem
,,,,87.10.0,Djelatnosti ustanova za njegu sa smještajem
,,87.2,,,Djelatnosti socijalne skrbi sa smještajem za osobe koje boluju od nedijagnosticirane ili dijagnosticirane mentalne bolesti ili ovisnosti o opojnim sredstvima
,,,87.20,,Djelatnosti socijalne skrbi sa smještajem za osobe koje boluju od nedijagnosticirane ili dijagnosticirane mentalne bolesti ili ovisnosti o opojnim sredstvima
,,,,87.20.0,Djelatnosti socijalne skrbi sa smještajem za osobe koje boluju od nedijagnosticirane ili dijagnosticirane mentalne bolesti ili ovisnosti o opojnim sredstvima
,,87.3,,,Djelatnosti socijalne skrbi sa smještajem za starije osobe i osobe s fizičkim invaliditetom
,,,87.30,,Djelatnosti socijalne skrbi sa smještajem za starije osobe i osobe s fizičkim invaliditetom
,,,,87.30.0,Djelatnosti socijalne skrbi sa smještajem za starije osobe i osobe s fizičkim invaliditetom
,,87.9,,,Ostale djelatnosti socijalne skrbi sa smještajem
,,,87.91,,Usluge posredovanja za djelatnosti socijalne skrbi sa smještajem
,,,,87.91.0,Usluge posredovanja za djelatnosti socijalne skrbi sa smještajem
,,,87.99,,"Ostale djelatnosti socijalne skrbi sa smještajem, d. n."
,,,,87.99.1,Djelatnosti ustanova za skrb o braniteljsko-stradalničkoj populaciji iz Domovinskog rata s trajnim smještajem
,,,,87.99.2,Djelatnosti ustanova za skrb o braniteljsko-stradalničkoj populaciji iz Domovinskog rata s privremenim smještajem i boravkom
,,,,87.99.9,"Ostale razne djelatnosti socijalne skrbi sa smještajem, d. n."
,88,,,,Djelatnosti socijalne skrbi bez smještaja
,,88.1,,,Djelatnosti socijalne skrbi bez smještaja za starije osobe ili osobe s invaliditetom
,,,88.10,,Djelatnosti socijalne skrbi bez smještaja za starije osobe ili osobe s invaliditetom
,,,,88.10.0,Djelatnosti socijalne skrbi bez smještaja za starije osobe ili osobe s invaliditetom
,,88.9,,,Ostale djelatnosti socijalne skrbi bez smještaja
,,,88.91,,Djelatnosti dnevne skrbi o djeci
,,,,88.91.0,Djelatnosti dnevne skrbi o djeci
,,,88.99,,"Ostale djelatnosti socijalne skrbi bez smještaja, d. n."
,,,,88.99.0,"Ostale djelatnosti socijalne skrbi bez smještaja, d. n."
S,,,,,"UMJETNOST, SPORT I REKREACIJA"
,90,,,,Umjetničko stvaralaštvo i izvedbene umjetnosti
,,90.1,,,Umjetničko stvaralaštvo
,,,90.11,,Književno i glazbeno stvaralaštvo
,,,,90.11.1,Književno stvaralaštvo
,,,,90.11.2,Glazbeno stvaralaštvo
,,,90.12,,Vizualne umjetnosti
,,,,90.12.0,Vizualne umjetnosti
,,,90.13,,Ostalo umjetničko stvaralaštvo
,,,,90.13.0,Ostalo umjetničko stvaralaštvo
,,90.2,,,Izvedbene umjetnosti
,,,90.20,,Izvedbene umjetnosti
,,,,90.20.0,Izvedbene umjetnosti
,,90.3,,,Pomoćne djelatnosti u umjetničkom stvaralaštvu i izvedbenim umjetnostima
,,,90.31,,Rad umjetničkih objekata i lokaliteta
,,,,90.31.0,Rad umjetničkih objekata i lokaliteta
,,,90.39,,Ostale pomoćne djelatnosti u umjetničkom stvaralaštvu i izvedbenim umjetnostima
,,,,90.39.1,Djelatnosti producenata i organizatora umjetničkih događaja
,,,,90.39.9,Ostale pomoćne djelatnosti u umjetničkom stvaralaštvu i izvedbenim umjetnostima
,91,,,,"Knjižnice, arhivi, muzeji i ostale kulturne djelatnosti"
,,91.1,,,Djelatnosti knjižnica i arhiva
,,,91.11,,Djelatnosti knjižnica
,,,,91.11.0,Djelatnosti knjižnica
,,,91.12,,Djelatnosti arhiva
,,,,91.12.0,Djelatnosti arhiva
,,91.2,,,"Djelatnosti muzeja, zbirki, povijesnih lokaliteta i spomenika kulture"
,,,91.21,,Djelatnosti muzeja i zbirki
,,,,91.21.0,Djelatnosti muzeja i zbirki
,,,91.22,,Djelatnost povijesnih lokaliteta i spomenika kulture
,,,,91.22.0,Djelatnost povijesnih lokaliteta i spomenika kulture
,,91.3,,,"Konzervatorske, restauratorske i ostale pomoćne djelatnosti u području kulturne baštine"
,,,91.30,,"Konzervatorske, restauratorske i ostale pomoćne djelatnosti u području kulturne baštine"
,,,,91.30.0,"Konzervatorske, restauratorske i ostale pomoćne djelatnosti u području kulturne baštine"
,,91.4,,,Djelatnosti botaničkih i zooloških vrtova i prirodnih rezervata
,,,91.41,,Djelatnosti botaničkih i zooloških vrtova
,,,,91.41.0,Djelatnosti botaničkih i zooloških vrtova
,,,91.42,,Djelatnosti prirodnih rezervata
,,,,91.42.0,Djelatnosti prirodnih rezervata
,92,,,,Djelatnosti kockanja i klađenja
,,92.0,,,Djelatnosti kockanja i klađenja
,,,92.00,,Djelatnosti kockanja i klađenja
,,,,92.00.0,Djelatnosti kockanja i klađenja
,93,,,,"Sportske, zabavne i rekreacijske djelatnosti"
,,93.1,,,Sportske djelatnosti
,,,93.11,,Rad sportskih objekata
,,,,93.11.0,Rad sportskih objekata
,,,93.12,,Djelatnosti sportskih klubova
,,,,93.12.0,Djelatnosti sportskih klubova
,,,93.13,,Djelatnosti fitness centara
,,,,93.13.0,Djelatnosti fitness centara
,,,93.19,,"Sportske djelatnosti, d. n."
,,,,93.19.0,"Sportske djelatnosti, d. n."
,,93.2,,,Zabavne i rekreacijske djelatnosti
,,,93.21,,Djelatnosti zabavnih i tematskih parkova
,,,,93.21.0,Djelatnosti zabavnih i tematskih parkova
,,,93.29,,"Zabavne i rekreacijske djelatnosti, d. n."
,,,,93.29.1,Djelatnosti marina
,,,,93.29.9,Ostale zabavne i rekreacijske djelatnosti
T,,,,,OSTALE USLUŽNE DJELATNOSTI
,94,,,,Djelatnosti članskih organizacija
,,94.1,,,"Djelatnosti poslovnih organizacija, organizacija poslodavaca i strukovnih članskih organizacija"
,,,94.11,,Djelatnosti poslovnih organizacija i organizacija poslodavaca
,,,,94.11.0,Djelatnosti poslovnih organizacija i organizacija poslodavaca
,,,94.12,,Djelatnosti strukovnih članskih organizacija
,,,,94.12.0,Djelatnosti strukovnih članskih organizacija
,,94.2,,,Djelatnosti sindikata
,,,94.20,,Djelatnosti sindikata
,,,,94.20.0,Djelatnosti sindikata
,,94.9,,,Djelatnosti ostalih članskih organizacija
,,,94.91,,Djelatnosti vjerskih organizacija
,,,,94.91.0,Djelatnosti vjerskih organizacija
,,,94.92,,Djelatnosti političkih organizacija
,,,,94.92.0,Djelatnosti političkih organizacija
,,,94.99,,"Djelatnosti ostalih članskih organizacija, d. n."
,,,,94.99.0,"Djelatnosti ostalih članskih organizacija, d. n."
,95,,,,"Popravak i održavanje računala, predmeta za osobnu uporabu i kućanstvo te motornih vozila i motocikala"
,,95.1,,,Popravak i održavanje računala i komunikacijske opreme
,,,95.10,,Popravak i održavanje računala i komunikacijske opreme
,,,,95.10.0,Popravak i održavanje računala i komunikacijske opreme
,,95.2,,,Popravak i održavanje predmeta za osobnu uporabu i kućanstvo
,,,95.21,,Popravak i održavanje elektroničkih uređaja za široku potrošnju
,,,,95.21.0,Popravak i održavanje elektroničkih uređaja za široku potrošnju
,,,95.22,,Popravak i održavanje aparata za kućanstvo te opreme za kuću i vrt
,,,,95.22.0,Popravak i održavanje aparata za kućanstvo te opreme za kuću i vrt
,,,95.23,,Popravak i održavanje obuće i proizvoda od kože
,,,,95.23.0,Popravak i održavanje obuće i proizvoda od kože
,,,95.24,,Popravak i održavanje namještaja i pokućstva
,,,,95.24.0,Popravak i održavanje namještaja i pokućstva
,,,95.25,,Popravak i održavanje satova i nakita
,,,,95.25.0,Popravak i održavanje satova i nakita
,,,95.29,,"Popravak i održavanje predmeta za osobnu uporabu i kućanstvo, d. n."
,,,,95.29.0,"Popravak i održavanje predmeta za osobnu uporabu i kućanstvo, d. n."
,,95.3,,,Popravak i održavanje motornih vozila i motocikala
,,,95.31,,Popravak i održavanje motornih vozila
,,,,95.31.0,Popravak i održavanje motornih vozila
,,,95.32,,Popravak i održavanje motocikala
,,,,95.32.0,Popravak i održavanje motocikala
,,95.4,,,"Uslužne djelatnosti posredovanja u popravku i održavanju računala, predmeta za osobnu uporabu i kućanstvo te motornih vozila i motocikala"
,,,95.40,,"Uslužne djelatnosti posredovanja u popravku i održavanju računala, predmeta za osobnu uporabu i kućanstvo te motornih vozila i motocikala"
,,,,95.40.0,"Uslužne djelatnosti posredovanja u popravku i održavanju računala, predmeta za osobnu uporabu i kućanstvo te motornih vozila i motocikala"
,96,,,,Osobne uslužne djelatnosti
,,96.1,,,Pranje i čišćenje tekstilnih i krznenih proizvoda
,,,96.10,,Pranje i čišćenje tekstilnih i krznenih proizvoda
,,,,96.10.0,Pranje i čišćenje tekstilnih i krznenih proizvoda
,,96.2,,,"Frizerski saloni, saloni za uljepšavanje, dnevni spa tretmani i slične djelatnosti"
,,,96.21,,Frizerski saloni i brijačnice
,,,,96.21.0,Frizerski saloni i brijačnice
,,,96.22,,Saloni za uljepšavanje i ostali tretmani za ljepotu
,,,,96.22.0,Saloni za uljepšavanje i ostali tretmani za ljepotu
,,,96.23,,"Dnevni spa tretmani, saune i parne kupelji"
,,,,96.23.0,"Dnevni spa tretmani, saune i parne kupelji"
,,96.3,,,Pogrebničke i srodne djelatnosti
,,,96.30,,Pogrebničke i srodne djelatnosti
,,,,96.30.1,Djelatnosti groblja i krematorija
,,,,96.30.2,Pogrebničke djelatnosti
,,96.4,,,Uslužne djelatnosti posredovanja u ostalim osobnim uslugama
,,,96.40,,Uslužne djelatnosti posredovanja u ostalim osobnim uslugama
,,,,96.40.0,Uslužne djelatnosti posredovanja u ostalim osobnim uslugama
,,96.9,,,Ostale osobne uslužne djelatnosti
,,,96.91,,Pružanje osobnih uslužnih djelatnosti kućanstvima
,,,,96.91.0,Pružanje osobnih uslužnih djelatnosti kućanstvima
,,,96.99,,"Ostale osobne uslužne djelatnosti, d. n."
,,,,96.99.1,Usluge skrbi za kućne ljubimce
,,,,96.99.9,Ostale osobne uslužne djelatnosti
U,,,,,DJELATNOSTI KUĆANSTAVA KAO POSLODAVACA I DJELATNOSTI KUĆANSTAVA KOJA PROIZVODE RAZLIČITU ROBU I OBAVLJAJU RAZLIČITE USLUGE ZA VLASTITE POTREBE
,97,,,,Djelatnosti kućanstava koja zapošljavaju poslugu
,,97.0,,,Djelatnosti kućanstava koja zapošljavaju poslugu
,,,97.00,,Djelatnosti kućanstava koja zapošljavaju poslugu
,,,,97.00.0,Djelatnosti kućanstava koja zapošljavaju poslugu
,98,,,,Djelatnosti privatnih kućanstava koja proizvode različitu robu i obavljaju različite usluge za vlastite potrebe
,,98.1,,,Djelatnosti privatnih kućanstava koja proizvode različitu robu za vlastite potrebe
,,,98.10,,Djelatnosti privatnih kućanstava koja proizvode različitu robu za vlastite potrebe
,,,,98.10.0,Djelatnosti privatnih kućanstava koja proizvode različitu robu za vlastite potrebe
,,98.2,,,Djelatnosti privatnih kućanstava koja obavljaju različite usluge za vlastite potrebe
,,,98.20,,Djelatnosti privatnih kućanstava koja obavljaju različite usluge za vlastite potrebe
,,,,98.20.0,Djelatnosti privatnih kućanstava koja obavljaju različite usluge za vlastite potrebe
V,,,,,DJELATNOSTI IZVANTERITORIJALNIH ORGANIZACIJA I TIJELA
,99,,,,Djelatnosti izvanteritorijalnih organizacija i tijela
,,99.0,,,Djelatnosti izvanteritorijalnih organizacija i tijela
,,,99.00,,Djelatnosti izvanteritorijalnih organizacija i tijela
